更新时间,#genre#
CCTV5,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000004794/1.m3u8?channel-id=ystenlive&Contentid=1000000001000004794&livemode=1&stbId=m
CCTV3,http://60.220.163.86:4000/rtp/226.0.2.208:9576
CCTV3,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226456/1.m3u8
CCTV6,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000018433/1.m3u8?channel-id=bestzb&Contentid=5000000010000018433&livemode=1&stbId=m
CCTV6,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000016466/1.m3u8?channel-id=ystenlive&Contentid=1000000001000016466&livemode=1&stbId=m
CCTV4,http://60.220.163.86:4000/rtp/226.0.2.21:8080
CCTV7,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000005000026715/1.m3u8?channel-id=bestzb&Contentid=5000000005000026715&livemode=1&stbId=m
CCTV7,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000017218/1.m3u8?channel-id=ystenlive&Contentid=1000000001000017218&livemode=1&stbId=m
CCTV4,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226470/1.m3u8
CCTV5,http://60.220.163.86:4000/rtp/226.0.2.22:8088
CCTV5,http://60.220.163.86:4000/rtp/226.0.2.209:9584
CCTV5,http://60.220.163.86:4000/rtp/226.0.2.168:9256
CCTV5,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226469/1.m3u8
CCTV8,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000018377/1.m3u8?channel-id=bestzb&Contentid=5000000010000018377&livemode=1&stbId=m
CCTV8,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000003736/1.m3u8?channel-id=ystenlive&Contentid=1000000001000003736&livemode=1&stbId=m
CCTV8,http://112.6.239.227:8207/hls/9/index.m3u8
CCTV6,http://124.128.73.58:9901/tsfile/live/0006_1.m3u8
CCTV6,http://120.76.248.139/live/bfgd/4200000065.m3u8
CCTV9,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000018384/1.m3u8?channel-id=bestzb&Contentid=5000000010000018384&livemode=1&stbId=m
CCTV9,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000028286/1.m3u8?channel-id=ystenlive&Contentid=1000000001000028286&livemode=1&stbId=m
CCTV6,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226468/1.m3u8
CCTV10,http://112.6.239.227:8207/hls/11/index.m3u8
CCTV7,http://120.76.248.139/live/bfgd/4200000127.m3u8
CCTV7,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8
CCTV11,http://112.6.239.227:8207/hls/12/index.m3u8
CCTV8,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226485/1.m3u8
CCTV9,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227037/1.m3u8
CCTV12,http://112.6.239.227:8207/hls/13/index.m3u8
CCTV9,http://genglei.8866.org:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226937/1.m3u8
CCTV11,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226914/1.m3u8
CCTV14,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000030810/1.m3u8?channel-id=bestzb&Contentid=5000000010000030810&livemode=1&stbId=m
CCTV14,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000021973/1.m3u8?channel-id=ystenlive&Contentid=1000000001000021973&livemode=1&stbId=m
CCTV14,http://[2409:8087:1e01:23::10]:8112/000000001000/6113730085955692619/1.m3u8?channel-id=wasusyt&Contentid=6113730085955692619&livemode=1&stbId=m
CCTV12,http://60.220.163.86:4000/rtp/226.0.2.164:9224
CCTV12,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CCTV16,http://lu.wqwqwq.sbs/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV17,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000012000283001/1.m3u8?channel-id=bestzb&Contentid=5000000012000283001&livemode=1&stbId=m
CCTV17,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000056836/1.m3u8?channel-id=ystenlive&Contentid=1000000005000056836&livemode=1&stbId=m
CCTV13,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226568/1.m3u8
CCTV14,http://60.220.163.86:4000/rtp/226.0.2.31:8160
CCTV14,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8
CCTV5+,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000020505/1.m3u8?channel-id=ystenlive&Contentid=1000000001000020505&livemode=1&stbId=m
CCTV15,https://migu.188766.xyz/?migutoken=2c5c0fec755a7420c80dd89b48e76a1b&id=CCTV15&type=yy
CCTV15,http://60.220.163.86:4000/rtp/226.0.2.32:8168
CCTV15,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226460/1.m3u8
CCTV15,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV15,http://genglei.8866.org:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226888/1.m3u8
CCTV18,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000002226/1.m3u8?channel-id=bestzb&Contentid=5000000004000002226&livemode=1&stbId=m
CCTV18,http://[2409:8087:1e01:23::10]:8112/000000001000/6000000001000029752/1.m3u8?channel-id=wasusyt&Contentid=6000000001000029752&livemode=1&stbId=m
CCTV18,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000018602/1.m3u8?channel-id=ystenlive&Contentid=1000000001000018602&livemode=1&stbId=m
CCTV155,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265001/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265001&livemode=1&stbId=m
CCTV108,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000012827/1.m3u8?channel-id=bestzb&Contentid=5000000004000012827&livemode=1&stbId=m
CCTV104,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000016738/1.m3u8?channel-id=bestzb&Contentid=5000000010000016738&livemode=1&stbId=m
CCTV108,http://[2409:8087:1e01:23::10]:8112/000000001000/6000000001000031506/1.m3u8?channel-id=wasusyt&Contentid=6000000001000031506&livemode=1&stbId=m
CCTV108,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000023734/1.m3u8?channel-id=ystenlive&Contentid=1000000001000023734&livemode=1&stbId=m
CCTV104,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000026367/1.m3u8?channel-id=ystenlive&Contentid=1000000001000026367&livemode=1&stbId=m
CCTV1055,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265010/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265010&livemode=1&stbId=m
CCTV114,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000006000040011/1.m3u8?channel-id=bestzb&Contentid=5000000006000040011&livemode=1&stbId=m
CCTV118,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031106/1.m3u8?channel-id=bestzb&Contentid=5000000011000031106&livemode=1&stbId=m
CCTV114,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000002000019789/1.m3u8?channel-id=ystenlive&Contentid=1000000002000019789&livemode=1&stbId=m
CCTV1155,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265011/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=m
CCTV124,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000006000040012/1.m3u8?channel-id=bestzb&Contentid=5000000006000040012&livemode=1&stbId=m
CCTV128,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031107/1.m3u8?channel-id=bestzb&Contentid=5000000011000031107&livemode=1&stbId=m
CCTV128,http://[2409:8087:1e01:23::10]:8112/000000001000/6000000001000022586/1.m3u8?channel-id=wasusyt&Contentid=6000000001000022586&livemode=1&stbId=m
CCTV124,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000001640/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001640&livemode=1&stbId=m
CCTV128,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000032494/1.m3u8?channel-id=ystenlive&Contentid=1000000001000032494&livemode=1&stbId=m
CCTV1255,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265012/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265012&livemode=1&stbId=m
CCTV138,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031108/1.m3u8?channel-id=bestzb&Contentid=5000000011000031108&livemode=1&stbId=m
CCTV148,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000006673/1.m3u8?channel-id=bestzb&Contentid=5000000004000006673&livemode=1&stbId=m
CCTV144,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000023358/1.m3u8?channel-id=bestzb&Contentid=5000000010000023358&livemode=1&stbId=m
CCTV148,http://[2409:8087:1e01:23::10]:8112/000000001000/6000000001000013647/1.m3u8?channel-id=wasusyt&Contentid=6000000001000013647&livemode=1&stbId=m
CCTV148,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000008170/1.m3u8?channel-id=ystenlive&Contentid=1000000001000008170&livemode=1&stbId=m
CCTV144,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000021349/1.m3u8?channel-id=ystenlive&Contentid=1000000001000021349&livemode=1&stbId=m
CCTV1455,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265013/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265013&livemode=1&stbId=m
CCTV154,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000005000018417/1.m3u8?channel-id=bestzb&Contentid=5000000005000018417&livemode=1&stbId=m
CCTV158,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031109/1.m3u8?channel-id=bestzb&Contentid=5000000011000031109&livemode=1&stbId=m
CCTV154,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000002000008163/1.m3u8?channel-id=ystenlive&Contentid=1000000002000008163&livemode=1&stbId=m
CCTV1555,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265014/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265014&livemode=1&stbId=m
CCTV168,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000008000023253/1.m3u8?channel-id=bestzb&Contentid=5000000008000023253&livemode=1&stbId=m
CCTV168,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000006000233002/1.m3u8?channel-id=ystenlive&Contentid=1000000006000233002&livemode=1&stbId=m
CCTV16122160,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000008000023254/1.m3u8?channel-id=bestzb&Contentid=5000000008000023254&livemode=1&stbId=m
CCTV178,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000288014/1.m3u8?channel-id=bestzb&Contentid=5000000011000288014&livemode=1&stbId=m
CCTV1755,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265015/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265015&livemode=1&stbId=m
CCTV178,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000006000268004/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268004&livemode=1&stbId=m
CCTV24,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000005000031113/1.m3u8?channel-id=bestzb&Contentid=5000000005000031113&livemode=1&stbId=m
CCTV28,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031101/1.m3u8?channel-id=bestzb&Contentid=5000000011000031101&livemode=1&stbId=m
CCTV28,http://[2409:8087:1e01:23::10]:8112/000000001000/6000000001000014161/1.m3u8?channel-id=wasusyt&Contentid=6000000001000014161&livemode=1&stbId=m
CCTV24,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000012442/1.m3u8?channel-id=ystenlive&Contentid=1000000001000012442&livemode=1&stbId=m
CCTV28,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000023315/1.m3u8?channel-id=ystenlive&Contentid=1000000001000023315&livemode=1&stbId=m
CCTV255,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265002/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265002&livemode=1&stbId=m
CCTV38,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000008883/1.m3u8?channel-id=bestzb&Contentid=5000000004000008883&livemode=1&stbId=m
CCTV38,http://[2409:8087:1e01:23::10]:8112/000000001000/6000000001000022313/1.m3u8?channel-id=wasusyt&Contentid=6000000001000022313&livemode=1&stbId=m
CCTV38,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000013682/1.m3u8?channel-id=ystenlive&Contentid=1000000001000013682&livemode=1&stbId=m
CCTV355,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265003/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265003&livemode=1&stbId=m
CCTV48,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031102/1.m3u8?channel-id=bestzb&Contentid=5000000011000031102&livemode=1&stbId=m
CCTV455,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265004/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265004&livemode=1&stbId=m
CCTV58,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000008885/1.m3u8?channel-id=bestzb&Contentid=5000000004000008885&livemode=1&stbId=m
CCTV58,http://[2409:8087:1e01:23::10]:8112/000000001000/6000000001000016431/1.m3u8?channel-id=wasusyt&Contentid=6000000001000016431&livemode=1&stbId=m
CCTV58,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000003000030177/1.m3u8?channel-id=ystenlive&Contentid=1000000003000030177&livemode=1&stbId=m
CCTV512,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000025222/1.m3u8?channel-id=ystenlive&Contentid=1000000005000025222&livemode=1&stbId=m
CCTV555,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265005/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265005&livemode=1&stbId=m
CCTV5+8,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031127/1.m3u8?channel-id=bestzb&Contentid=5000000011000031127&livemode=1&stbId=m
CCTV5+8,http://[2409:8087:1e01:23::10]:8112/000000001000/6000000001000015875/1.m3u8?channel-id=wasusyt&Contentid=6000000001000015875&livemode=1&stbId=m
CCTV5+8,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000018504/1.m3u8?channel-id=ystenlive&Contentid=1000000001000018504&livemode=1&stbId=m
CCTV5+55,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265016/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265016&livemode=1&stbId=m
CCTV68,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000008886/1.m3u8?channel-id=bestzb&Contentid=5000000004000008886&livemode=1&stbId=m
CCTV68,http://[2409:8087:1e01:23::10]:8112/000000001000/6000000001000004574/1.m3u8?channel-id=wasusyt&Contentid=6000000001000004574&livemode=1&stbId=m
CCTV68,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000001737/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=m
CCTV655,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265006/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265006&livemode=1&stbId=m
CCTV78,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031104/1.m3u8?channel-id=bestzb&Contentid=5000000011000031104&livemode=1&stbId=m
CCTV78,http://[2409:8087:1e01:23::10]:8112/000000001000/6000000001000009055/1.m3u8?channel-id=wasusyt&Contentid=6000000001000009055&livemode=1&stbId=m
CCTV78,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000024341/1.m3u8?channel-id=ystenlive&Contentid=1000000001000024341&livemode=1&stbId=m
CCTV755,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265007/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265007&livemode=1&stbId=m
CCTV78,http://[2409:8087:1e01:23::10]:8112/000000001000/3000000010000011518/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000011518&livemode=1&stbId=m
CCTV78,http://[2409:8087:1e01:23::10]:8112/000000001000/3000000020000011522/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011522&livemode=1&stbId=m
CCTV78,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000006000270004/1.m3u8?channel-id=ystenlive&Contentid=1000000006000270004&livemode=1&stbId=m
CCTV88,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000008888/1.m3u8?channel-id=bestzb&Contentid=5000000004000008888&livemode=1&stbId=m
CCTV88,http://[2409:8087:1e01:23::10]:8112/000000001000/6000000001000001070/1.m3u8?channel-id=wasusyt&Contentid=6000000001000001070&livemode=1&stbId=m
CCTV88,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000031433/1.m3u8?channel-id=ystenlive&Contentid=1000000001000031433&livemode=1&stbId=m
CCTV855,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265008/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265008&livemode=1&stbId=m
CCTV98,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000288020/1.m3u8?channel-id=bestzb&Contentid=5000000011000288020&livemode=1&stbId=m
CCTV98,http://[2409:8087:1e01:23::10]:8112/000000001000/6000000001000032162/1.m3u8?channel-id=wasusyt&Contentid=6000000001000032162&livemode=1&stbId=m
CCTV98,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000001000014583/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=m
CCTV955,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000005000265009/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265009&livemode=1&stbId=m
CCTV125,http://[2409:8087:1e01:23::10]:8112/000000001000/5068253659616166748/1.m3u8?channel-id=wasusyt&Contentid=5068253659616166748&livemode=1&stbId=m
CCTV125,http://[2409:8087:1e01:23::10]:8112/000000001000/8813322615956633846/1.m3u8?channel-id=wasusyt&Contentid=8813322615956633846&livemode=1&stbId=m
CCTV225,http://[2409:8087:1e01:23::10]:8112/000000001000/8878432746825677699/1.m3u8?channel-id=wasusyt&Contentid=8878432746825677699&livemode=1&stbId=m
CCTV325,http://[2409:8087:1e01:23::10]:8112/000000001000/4890526699577299046/1.m3u8?channel-id=wasusyt&Contentid=4890526699577299046&livemode=1&stbId=m
CCTV418576,http://[2409:8087:1e01:23::10]:8112/000000001000/4719673858948437836/1.m3u8?channel-id=wasusyt&Contentid=4719673858948437836&livemode=1&stbId=m
CCTV525,http://[2409:8087:1e01:23::10]:8112/000000001000/4867251683694877276/1.m3u8?channel-id=wasusyt&Contentid=4867251683694877276&livemode=1&stbId=m
CCTV525,http://[2409:8087:1e01:23::10]:8112/000000001000/7680777599813046442/1.m3u8?channel-id=wasusyt&Contentid=7680777599813046442&livemode=1&stbId=m
CCTV625,http://[2409:8087:1e01:23::10]:8112/000000001000/6994512760913257617/1.m3u8?channel-id=wasusyt&Contentid=6994512760913257617&livemode=1&stbId=m
CCTV725,http://[2409:8087:1e01:23::10]:8112/000000001000/7823098201377312515/1.m3u8?channel-id=wasusyt&Contentid=7823098201377312515&livemode=1&stbId=m
CCTV825,http://[2409:8087:1e01:23::10]:8112/000000001000/8967744667154419073/1.m3u8?channel-id=wasusyt&Contentid=8967744667154419073&livemode=1&stbId=m
CCTV925,http://[2409:8087:1e01:23::10]:8112/000000001000/6350727550077620987/1.m3u8?channel-id=wasusyt&Contentid=6350727550077620987&livemode=1&stbId=m
CCTV1118576,http://[2409:8087:1e01:23::10]:8112/000000001000/8983629816140945539/1.m3u8?channel-id=wasusyt&Contentid=8983629816140945539&livemode=1&stbId=m
CCTV1318576,http://[2409:8087:1e01:23::10]:8112/000000001000/8593685226043367730/1.m3u8?channel-id=wasusyt&Contentid=8593685226043367730&livemode=1&stbId=m
CCTV1518576,http://[2409:8087:1e01:23::10]:8112/000000001000/5565738654152032083/1.m3u8?channel-id=wasusyt&Contentid=5565738654152032083&livemode=1&stbId=m
CCTV17,http://genglei.8866.org:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8
CCTV5+,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8
CCTV5+,https://migu.188766.xyz/?migutoken=6312bf752faccbec6183f50d76342551&id=CCTV5p&type=yy
CCTV5+,https://migu.188766.xyz/?migutoken=9c657fb4873955581d3d74041bed323e&id=CCTV5p&type=yy
CCTV5+,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226929/1.m3u8
CCTV老故事,http://60.220.163.86:4000/rtp/226.0.2.112:8808
CCTV兵器科技,http://60.220.163.86:4000/rtp/226.0.2.223:9696
CCTV央视台球,http://60.220.163.86:4000/rtp/226.0.2.216:9640
北京卫视,https://stream1.freetv.fun/bei-jing-wei-shi-26.ctv
CCTV世界地理,http://60.220.163.86:4000/rtp/226.0.2.222:9688
北京卫视,https://stream1.freetv.fun/bei-jing-wei-shi-42.ctv
CCTV电视指南,http://60.220.163.86:4000/rtp/226.0.2.218:9656
CCTV高尔夫网球,http://60.220.163.86:4000/rtp/226.0.2.217:9648
CCTV第一剧场,http://60.220.163.86:4000/rtp/226.0.2.221:9680
CCTV怀旧剧场,http://60.220.163.86:4000/rtp/226.0.2.224:9704
CCTV5+,http://genglei.8866.org:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://60.220.163.86:4000/rtp/226.0.2.177:9328
北京卫视,http://60.220.163.86:4000/rtp/226.0.2.155:9172
北京卫视,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226436/1.m3u8
东方卫视,http://39.164.160.249:9901/tsfile/live/0107_1.m3u8
东方卫视,http://60.220.163.86:4000/rtp/226.0.2.175:9312
东方卫视,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226983/1.m3u8
东方卫视,https://stream1.freetv.fun/dong-fang-wei-shi-45.ctv
广东卫视,http://112.6.239.227:8207/hls/22/index.m3u8
广东卫视,https://stream1.freetv.fun/yan-dong-wei-shi-73.ctv
天津卫视,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226954/1.m3u8
天津卫视,http://60.220.163.86:4000/rtp/226.0.2.148:9096
天津卫视,http://60.220.163.86:4000/rtp/226.0.2.56:8360
重庆卫视,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226569/1.m3u8
重庆卫视,http://120.76.248.139/live/bfgd/4200000107.m3u8
广东卫视,http://171.113.212.67:4022/rtp/239.254.96.140:8914
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws
广东卫视,http://genglei.8866.org:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226961/1.m3u8
江苏卫视,https://stream1.freetv.fun/jiang-su-wei-shi-101.ctv
