更新时间,#genre#
CCTV3,P2p://generationnexxxt.com:19806/fa74ead583154a9692291aeb75eb5bb2
CCTV2,http://114.254.38.135:18888/rtp/239.3.1.60:8084
CCTV2,http://118.78.196.109:55555/rtp/226.0.2.154:9144
CCTV3,http://go.bkpcp.top/mg/cctv3
CCTV2,http://106.118.20.156:8188/rtp/239.254.200.158:6000
CCTV2,http://36.46.98.77:8025/rtp/239.112.205.78:5140
CCTV2,http://111.162.207.134:8686/rtp/225.1.1.133:5002
CCTV2,http://175.164.140.99:4010/rtp/232.0.0.135:1234
CCTV2,http://114.107.47.211:8188/rtp/238.1.78.235:7752
CCTV2,http://61.159.135.161:18000/rtp/238.255.2.11:5999
CCTV2,http://61.159.134.127:4022/rtp/238.255.2.11:5999
CCTV2,http://111.221.137.155:44330/tsfile/live/0002_1.m3u8?key=txiptv
CCTV3,http://111.162.205.11:8686/rtp/225.1.1.158:5002
CCTV4,https://stream1.freetv.fun/cctv4-74.ctv
CCTV3,http://120.76.248.139/live/bfgd/4200000062.m3u8
CCTV3,http://114.254.38.135:18888/rtp/239.3.1.172:8001
CCTV3,http://114.100.195.195:4022/rtp/238.1.78.170:7232
CCTV3,http://118.78.196.109:55555/rtp/226.0.2.208:9576
CCTV4,http://218.86.184.71:8188/rtp/238.255.2.92:5999
CCTV4,http://14.110.103.248:4022/rtp/235.254.198.183:7980
CCTV3,http://106.118.20.156:8188/rtp/239.254.201.152:7205
CCTV3,http://36.46.98.77:8025/rtp/239.112.205.221:5140
CCTV4,http://218.86.184.71:8188/rtp/238.255.2.213:5999
CCTV3,http://111.162.207.134:8686/rtp/225.1.1.158:5002
CCTV3,http://1.195.219.92:8822/rtp/239.16.20.3:10030
CCTV3,http://175.164.140.99:4010/rtp/232.0.0.170:1234
CCTV3,http://114.107.47.211:8188/rtp/238.1.78.170:7232
CCTV3,http://61.159.134.127:4022/rtp/238.255.2.133:5999
CCTV3,http://61.159.135.161:18000/rtp/238.255.2.133:5999
CCTV4,http://218.86.184.71:8188/rtp/238.255.2.214:5999
CCTV4,http://223.10.164.178:8459/rtp/239.1.1.10:8010
CCTV4,http://125.80.157.49:7788/rtp/235.254.198.183:7980
CCTV4,http://111.162.205.11:8686/rtp/225.1.1.150:5002
CCTV4,P2p://generationnexxxt.com:19806/60ab606c55e54f168f9f156a500ce451
CCTV4,http://go.bkpcp.top/mg/cctv4
CCTV4,http://120.76.248.139/live/bfgd/4200000063.m3u8
CCTV4,http://114.254.38.135:18888/rtp/239.3.1.105:8092
CCTV4,http://118.78.196.109:55555/rtp/226.0.2.156:9160
CCTV4,https://www.freetv.top/migu/631780421.m3u8?migutoken=fefc6a44400a0dd448699ae0ce3d6e2c5a0f49b8d48adb36e747c4fbab039337eb3244f9951acbddaf26b7bf51597a7d1b43c8845e67fd5914ece875dcad325bb388200bc0f12fdff727d03e2d
CCTV4,http://1.195.219.92:8822/rtp/239.16.20.4:10040
CCTV4,http://106.118.20.156:8188/rtp/239.254.200.190:6307
CCTV4,http://36.46.98.77:8025/rtp/239.112.205.202:5140
CCTV4,http://111.162.207.134:8686/rtp/225.1.1.150:5002
CCTV4,http://114.100.195.195:4022/rtp/238.1.78.236:7760
CCTV4,http://175.164.140.99:4010/rtp/232.0.0.201:1234
CCTV4,http://61.159.134.127:4022/rtp/238.255.2.92:5999
CCTV4,http://61.159.135.161:18000/rtp/238.255.2.92:5999
CCTV4,http://114.254.38.135:18888/rtp/239.3.1.213:4220
CCTV5,https://stream1.freetv.fun/cctv5-58.ctv
CCTV4,http://106.59.3.73:55555/rtp/239.200.201.180:4220
CCTV4,http://106.118.20.156:8188/rtp/239.254.201.205:4220
CCTV4,http://175.164.140.99:4010/rtp/232.0.0.53:1234
CCTV4,http://61.159.134.127:4022/rtp/238.255.2.213:5999
CCTV4,http://114.254.38.135:18888/rtp/239.3.1.214:4220
CCTV4,http://114.107.47.211:8188/rtp/238.1.78.236:7760
CCTV4,http://106.118.20.156:8188/rtp/239.254.201.206:4220
CCTV4,http://175.164.140.99:4010/rtp/232.0.0.59:1234
CCTV5,http://218.86.184.71:8188/rtp/238.255.2.134:5999
CCTV4,http://61.159.135.161:18000/rtp/238.255.2.214:5999
CCTV4,http://61.159.135.161:18000/rtp/238.255.2.213:5999
CCTV4,http://106.59.3.73:55555/rtp/239.200.201.181:4220
CCTV5,http://14.110.103.248:4022/rtp/235.254.198.54:1492
CCTV5,P2p://generationnexxxt.com:19806/98957b0750c14f18abda694462ab9904
CCTV5,P2p://generationnexxxt.com:19806/7b1fada6a2d74be0a549cc767b1f6d90
CCTV5,http://223.10.164.178:8459/rtp/239.1.1.12:8012
CCTV5,http://125.80.157.49:7788/rtp/235.254.198.122:1764
CCTV5,http://go.bkpcp.top/mg/cctv5
CCTV6,https://stream1.freetv.fun/cctv6-17.ctv
CCTV6,http://218.86.184.71:8188/rtp/238.255.2.135:5999
CCTV6,http://14.110.103.248:4022/rtp/235.254.198.55:1496
CCTV4,http://111.221.137.155:44330/tsfile/live/0004_1.m3u8?key=txiptv
CCTV5,http://111.162.205.11:8686/rtp/225.1.1.160:5002
CCTV6,http://223.10.164.178:8459/rtp/239.1.1.13:8013
CCTV5,http://120.76.248.139/live/bfgd/4200000064.m3u8
CCTV6,P2p://generationnexxxt.com:19806/6ba86ebf6131449da50828be35158d55
CCTV5,http://114.254.38.135:18888/rtp/239.3.1.173:8001
CCTV5,http://114.100.195.195:4022/rtp/238.1.78.171:7240
CCTV5,http://118.78.196.109:55555/rtp/226.0.2.209:9584
CCTV5,http://1.195.219.92:8822/rtp/239.16.20.53:10530
CCTV6,http://125.80.157.49:7788/rtp/235.254.198.55:1496
CCTV5,http://106.118.20.156:8188/rtp/239.254.201.153:7206
CCTV5,http://111.162.207.134:8686/rtp/225.1.1.160:5002
CCTV5,http://175.164.140.99:4010/rtp/232.0.0.171:1234
CCTV5,http://61.159.134.127:4022/rtp/238.255.2.134:5999
CCTV5,http://36.46.98.77:8025/rtp/239.112.205.222:5140
CCTV5,http://114.107.47.211:8188/rtp/238.1.78.171:7240
CCTV6,http://go.bkpcp.top/mg/cctv6
CCTV7,https://stream1.freetv.fun/cctv7-39.ctv
CCTV6,http://111.162.205.11:8686/rtp/225.1.1.195:5002
CCTV7,http://218.86.184.71:8188/rtp/238.255.2.12:5999
CCTV6,http://120.76.248.139/live/bfgd/4200000065.m3u8
CCTV7,http://14.110.103.248:4022/rtp/235.254.198.56:1500
CCTV6,http://114.254.38.135:18888/rtp/239.3.1.174:8001
CCTV6,http://114.100.195.195:4022/rtp/238.1.78.172:7248
CCTV6,http://118.78.196.109:55555/rtp/226.0.2.210:9592
CCTV6,http://1.195.219.92:8822/rtp/239.16.20.6:10060
CCTV6,http://106.59.3.73:55555/rtp/239.200.200.21:9020
CCTV7,http://223.10.164.178:8459/rtp/239.1.1.14:8014
CCTV6,http://111.162.207.134:8686/rtp/225.1.1.195:5002
CCTV7,http://125.80.157.49:7788/rtp/235.254.198.56:1500
CCTV6,http://175.164.140.99:4010/rtp/232.0.0.172:1234
CCTV7,P2p://generationnexxxt.com:19806/8f46474e6a354df6b4637be4d654eef2
CCTV6,http://114.107.47.211:8188/rtp/238.1.78.172:7248
CCTV6,http://61.159.134.127:4022/rtp/238.255.2.135:5999
CCTV6,http://106.118.20.156:8188/rtp/239.254.201.154:7207
CCTV7,http://go.bkpcp.top/mg/cctv7
CCTV6,http://61.159.135.161:18000/rtp/238.255.2.135:5999
CCTV8,https://stream1.freetv.fun/cctv8-64.ctv
CCTV8,http://14.110.103.248:4022/rtp/235.254.198.57:1504
CCTV7,http://111.162.205.11:8686/rtp/225.1.1.138:5002
CCTV8,http://218.86.184.71:8188/rtp/238.255.2.136:5999
CCTV6,http://111.221.137.155:44330/tsfile/live/0006_1.m3u8?key=txiptv
CCTV7,http://120.76.248.139/live/bfgd/4200000127.m3u8
CCTV7,http://114.254.38.135:18888/rtp/239.3.1.61:8104
CCTV7,http://114.100.195.195:4022/rtp/238.1.78.239:7784
CCTV7,http://118.78.196.109:55555/rtp/226.0.2.159:9184
CCTV7,http://1.195.219.92:8822/rtp/239.16.20.51:10510
CCTV7,http://106.118.20.156:8188/rtp/239.254.200.159:6000
CCTV7,http://36.46.98.77:8025/rtp/239.112.205.83:5140
CCTV8,http://223.10.164.178:8459/rtp/239.1.1.15:8015
CCTV7,http://175.164.140.99:4010/rtp/232.0.0.136:1234
CCTV8,P2p://generationnexxxt.com:19806/866876ac8def4fde915a51670ac9627d
CCTV7,http://111.162.207.134:8686/rtp/225.1.1.138:5002
CCTV7,http://61.159.134.127:4022/rtp/238.255.2.12:5999
CCTV7,http://61.159.135.161:18000/rtp/238.255.2.12:5999
CCTV7,http://114.107.47.211:8188/rtp/238.1.78.239:7784
CCTV8,http://go.bkpcp.top/mg/cctv8
CCTV9,https://stream1.freetv.fun/cctv9-18.ctv
CCTV7,http://111.221.137.155:44330/tsfile/live/0007_1.m3u8?key=txiptv
CCTV8,http://111.162.205.11:8686/rtp/225.1.1.196:5002
CCTV9,http://218.86.184.71:8188/rtp/238.255.2.155:5999
CCTV8,http://120.76.248.139/live/bfgd/4200000066.m3u8
CCTV9,http://14.110.103.248:4022/rtp/235.254.198.58:1508
CCTV8,http://114.254.38.135:18888/rtp/239.3.1.175:8001
CCTV8,http://114.100.195.195:4022/rtp/238.1.78.173:7256
CCTV8,http://118.78.196.109:55555/rtp/226.0.2.211:9600
CCTV8,http://106.118.20.156:8188/rtp/239.254.201.155:7208
CCTV8,http://36.46.98.77:8025/rtp/239.112.205.224:5140
CCTV8,http://175.164.140.99:4010/rtp/232.0.0.173:1234
CCTV9,http://223.10.164.178:8459/rtp/239.1.1.16:8016
CCTV8,http://111.162.207.134:8686/rtp/225.1.1.196:5002
CCTV8,http://1.195.219.92:8822/rtp/239.16.20.8:10080
CCTV9,P2p://generationnexxxt.com:19806/285ffc4f61df4970a30856868692a805
CCTV9,P2p://generationnexxxt.com:19806/c941b205cbac44c093ccb803f4a3e41a
CCTV8,http://114.107.47.211:8188/rtp/238.1.78.173:7256
CCTV8,http://61.159.134.127:4022/rtp/238.255.2.136:5999
CCTV8,http://61.159.135.161:18000/rtp/238.255.2.136:5999
CCTV9,http://go.bkpcp.top/mg/cctv9
CCTV8,http://123.129.70.178:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,https://stream1.freetv.fun/cctv10-11.ctv
CCTV10,http://218.86.184.71:8188/rtp/238.255.2.13:5999
CCTV9,http://111.162.205.11:8686/rtp/225.1.1.119:5002
CCTV10,http://14.110.103.248:4022/rtp/235.254.198.59:1512
CCTV9,http://120.76.248.139/live/bfgd/4200000128.m3u8
CCTV10,http://223.10.164.178:8459/rtp/239.1.1.17:8017
CCTV9,http://114.254.38.135:18888/rtp/239.3.1.62:8112
CCTV9,http://114.100.195.195:4022/rtp/238.1.78.240:7792
CCTV9,http://118.78.196.109:55555/rtp/226.0.2.161:9200
CCTV9,http://106.118.20.156:8188/rtp/239.254.200.59:8112
CCTV9,http://36.46.98.77:8025/rtp/239.112.205.85:5140
CCTV9,http://111.162.207.134:8686/rtp/225.1.1.119:5002
CCTV9,http://175.164.140.99:4010/rtp/232.0.0.137:1234
CCTV9,http://114.107.47.211:8188/rtp/238.1.78.240:7792
CCTV10,http://125.80.157.49:7788/rtp/235.254.198.59:1512
CCTV10,P2p://generationnexxxt.com:19806/33ae75f9da124cbe8fc7176887f81f5a
CCTV9,http://61.159.134.127:4022/rtp/238.255.2.155:5999
CCTV9,http://1.195.219.92:8822/rtp/239.16.20.9:10090
CCTV9,http://61.159.135.161:18000/rtp/238.255.2.155:5999
CCTV10,http://go.bkpcp.top/mg/cctv10
CCTV11,https://stream1.freetv.fun/cctv11-62.ctv
CCTV9,http://111.221.137.155:44330/tsfile/live/0009_1.m3u8?key=txiptv
CCTV10,http://111.162.205.11:8686/rtp/225.1.1.140:5002
CCTV11,http://218.86.184.71:8188/rtp/238.255.2.14:5999
CCTV11,http://14.110.103.248:4022/rtp/235.254.198.7:1304
CCTV10,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV10,http://114.254.38.135:18888/rtp/239.3.1.63:8116
CCTV10,http://114.100.195.195:4022/rtp/238.1.78.241:7800
CCTV10,http://118.78.196.109:55555/rtp/226.0.2.162:9208
CCTV10,http://106.59.3.73:55555/rtp/239.200.200.107:8116
CCTV10,http://36.46.98.77:8025/rtp/239.112.205.86:5140
CCTV10,http://111.162.207.134:8686/rtp/225.1.1.140:5002
CCTV10,http://1.195.219.92:8822/rtp/239.16.20.10:10100
CCTV10,http://175.164.140.99:4010/rtp/232.0.0.138:1234
CCTV11,http://223.10.164.178:8459/rtp/239.1.1.18:8018
CCTV10,http://114.107.47.211:8188/rtp/238.1.78.241:7800
CCTV11,P2p://generationnexxxt.com:19806/864f5b32dc894d4a9041b638f38a8c31
CCTV11,P2p://generationnexxxt.com:19806/6ed0226aee704cb6ba7b0faf1088407f
CCTV10,http://106.118.20.156:8188/rtp/239.254.200.160:6000
CCTV11,http://go.bkpcp.top/mg/cctv11
CCTV10,http://61.159.134.127:4022/rtp/238.255.2.13:5999
CCTV10,http://61.159.135.161:18000/rtp/238.255.2.13:5999
CCTV12,https://stream1.freetv.fun/cctv12-27.ctv
CCTV10,http://111.221.137.155:44330/tsfile/live/0010_1.m3u8?key=txiptv
CCTV11,http://111.162.205.11:8686/rtp/225.1.2.192:5002
CCTV12,http://218.86.184.71:8188/rtp/238.255.2.15:5999
CCTV11,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV11,http://113.15.109.216:59901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://114.254.38.135:18888/rtp/239.3.1.152:8120
CCTV12,http://223.10.164.178:8459/rtp/239.1.1.19:8019
CCTV11,http://114.100.195.195:4022/rtp/238.1.78.206:7502
CCTV11,http://106.59.3.73:55555/rtp/239.200.201.125:8480
CCTV11,http://106.118.20.156:8188/rtp/239.254.201.123:8120
CCTV12,P2p://generationnexxxt.com:19806/d7374afa2116482993d11ff156545963
CCTV11,http://36.46.98.77:8025/rtp/239.112.205.213:5140
CCTV11,http://111.162.207.134:8686/rtp/225.1.2.192:5002
CCTV11,http://1.195.219.92:8822/rtp/239.16.20.11:10110
CCTV11,http://175.164.140.99:4010/rtp/232.0.0.178:1234
CCTV11,http://61.159.135.161:18000/rtp/238.255.2.14:5999
CCTV11,http://114.107.47.211:8188/rtp/238.1.78.206:7502
CCTV11,http://61.159.134.127:4022/rtp/238.255.2.14:5999
CCTV12,http://go.bkpcp.top/mg/cctv12
CCTV11,http://39.164.160.249:9901/tsfile/live/0011_1.m3u8
CCTV13,https://stream1.freetv.fun/cctv13-1.ctv
CCTV12,http://111.162.205.11:8686/rtp/225.1.1.142:5002
CCTV13,http://218.86.184.71:8188/rtp/238.255.2.16:5999
CCTV13,http://14.110.103.248:4022/rtp/235.254.198.9:1312
CCTV12,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV12,http://114.254.38.135:18888/rtp/239.3.1.64:8124
CCTV12,http://114.100.195.195:4022/rtp/238.1.78.242:7808
CCTV12,http://118.78.196.109:55555/rtp/226.0.2.164:9224
CCTV12,http://1.195.219.92:8822/rtp/239.16.20.12:10120
CCTV13,http://125.80.157.49:7788/rtp/235.254.198.9:1312
CCTV12,http://106.118.20.156:8188/rtp/239.254.200.161:6000
CCTV12,http://36.46.98.77:8025/rtp/239.112.205.88:5140
CCTV13,P2p://generationnexxxt.com:19806/63f9c5b21d58458895cdf6edb6011f27
CCTV13,http://223.10.164.178:8459/rtp/239.1.1.20:8020
CCTV12,http://111.162.207.134:8686/rtp/225.1.1.142:5002
CCTV12,http://175.164.140.99:4010/rtp/232.0.0.139:1234
CCTV12,http://114.107.47.211:8188/rtp/238.1.78.242:7808
CCTV12,http://61.159.135.161:18000/rtp/238.255.2.15:5999
CCTV12,http://61.159.134.127:4022/rtp/238.255.2.15:5999
CCTV13,http://go.bkpcp.top/mg/cctv13
CCTV14,https://stream1.freetv.fun/cctv14-81.ctv
CCTV12,http://111.221.137.155:44330/tsfile/live/0012_1.m3u8?key=txiptv
CCTV13,http://111.162.205.11:8686/rtp/225.1.2.193:5002
CCTV14,http://218.86.184.71:8188/rtp/238.255.2.17:5999
CCTV14,http://14.110.103.248:4022/rtp/235.254.198.61:1520
CCTV13,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV13,http://114.254.38.135:18888/rtp/239.3.1.124:8128
CCTV13,http://114.100.195.195:4022/rtp/238.1.79.35:4392
CCTV13,http://118.78.196.109:55555/rtp/226.0.2.165:9232
CCTV13,http://1.195.219.92:8822/rtp/239.16.20.13:10130
CCTV14,http://125.80.157.49:7788/rtp/235.254.198.61:1520
CCTV13,http://106.118.20.156:8188/rtp/239.254.200.9:8264
CCTV13,http://111.162.207.134:8686/rtp/225.1.2.193:5002
CCTV14,P2p://generationnexxxt.com:19806/b35180f2513844d6931ddd63f9a4da74
CCTV13,http://175.164.140.99:4010/rtp/232.0.0.15:1234
CCTV14,http://223.10.164.178:8459/rtp/239.1.1.21:8021
CCTV13,http://61.159.134.127:4022/rtp/238.255.2.16:5999
CCTV13,http://61.159.134.127:4022/rtp/238.255.2.218:5999
CCTV13,http://61.159.135.161:18000/rtp/238.255.2.16:5999
CCTV14,http://go.bkpcp.top/mg/cctv14
CCTV13,http://114.107.47.211:8188/rtp/238.1.79.35:4392
CCTV13,http://61.159.135.161:18000/rtp/238.255.2.218:5999
CCTV15,https://stream1.freetv.fun/cctv15-83.ctv
CCTV14,http://111.162.205.11:8686/rtp/225.1.1.144:5002
CCTV15,http://218.86.184.71:8188/rtp/238.255.2.18:5999
CCTV14,http://120.76.248.139/live/bfgd/4200000132.m3u8
CCTV14,https://www.freetv.top/migu/624878440.m3u8?migutoken=239edad94ac0bbff14f123c7f8996ed7639110bd6cf64ec8ba8cf85842224956d452ec8b683385cb27f8a7685224a03e3aa4d914b8fe33249da9df699351b105c795452d03f2be0a1f1e39adb0
CCTV15,http://14.110.103.248:4022/rtp/235.254.198.11:1320
CCTV15,http://223.10.164.178:8459/rtp/239.1.1.22:8022
CCTV14,http://114.254.38.135:18888/rtp/239.3.1.65:8132
CCTV14,http://118.78.196.109:55555/rtp/226.0.2.166:9240
CCTV15,P2p://generationnexxxt.com:19806/690dbc03c28d4e20a52e1999cdb44f76
CCTV14,http://114.100.195.195:4022/rtp/238.1.78.243:7816
CCTV14,http://111.162.207.134:8686/rtp/225.1.1.144:5002
CCTV14,http://175.164.140.99:4010/rtp/232.0.0.140:1234
CCTV14,http://1.195.219.92:8822/rtp/239.16.20.14:10140
CCTV14,http://36.46.98.77:8025/rtp/239.112.205.91:5140
CCTV14,http://114.107.47.211:8188/rtp/238.1.78.243:7816
CCTV14,http://61.159.134.127:4022/rtp/238.255.2.17:5999
CCTV14,http://61.159.135.161:18000/rtp/238.255.2.17:5999
CCTV15,http://go.bkpcp.top/mg/cctv15
CCTV16,https://stream1.freetv.fun/cctv16-27.ctv
CCTV16,http://lu.wqwqwq.sbs/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV16,http://223.10.164.178:8459/rtp/239.1.1.122:8122
CCTV16,http://go.bkpcp.top/mg/cctv16
CCTV15,http://111.162.205.11:8686/rtp/225.1.2.194:5002
CCTV15,http://113.15.109.216:59901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV15,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8
CCTV17,https://stream1.freetv.fun/cctv17-4.ctv
CCTV15,http://114.254.38.135:18888/rtp/239.3.1.153:8136
CCTV15,http://114.100.195.195:4022/rtp/238.1.78.222:7648
CCTV15,http://1.195.219.92:8822/rtp/239.16.20.15:10150
CCTV17,http://218.86.184.71:8188/rtp/238.255.2.137:5999
CCTV15,http://106.59.3.73:55555/rtp/239.200.201.112:8496
CCTV15,http://111.162.207.134:8686/rtp/225.1.2.194:5002
CCTV15,http://175.164.140.99:4010/rtp/232.0.0.179:1234
CCTV15,http://114.107.47.211:8188/rtp/238.1.78.222:7648
CCTV15,http://106.118.20.156:8188/rtp/239.254.201.124:8136
CCTV15,http://61.159.135.161:18000/rtp/238.255.2.18:5999
CCTV17,http://223.10.164.178:8459/rtp/239.1.1.23:8023
CCTV17,http://go.bkpcp.top/mg/cctv17
CCTV16,http://111.162.205.11:8686/rtp/225.1.2.237:5002
CCTV15,http://111.221.137.155:44330/tsfile/live/0015_1.m3u8?key=txiptv
CCTV16,http://114.254.38.135:18888/rtp/239.3.1.184:8001
CCTV16,http://118.78.196.109:55555/rtp/226.0.2.169:9264
CCTV16,http://106.59.3.73:55555/rtp/239.200.200.193:8776
CCTV16,http://36.46.98.77:8025/rtp/239.111.205.134:5140
CCTV16,http://111.162.207.134:8686/rtp/225.1.2.237:5002
CCTV16,http://175.164.140.99:4010/rtp/232.0.0.182:1234
CCTV17,http://111.162.205.11:8686/rtp/225.1.2.52:5002
CCTV5+,http://218.86.184.71:8188/rtp/238.255.2.185:5999
CCTV5+,http://14.110.103.248:4022/rtp/235.254.198.122:1764
CCTV17,http://120.76.248.139/live/bfgd/4200000204.m3u8
CCTV17,http://114.254.38.135:18888/rtp/239.3.1.151:8144
CCTV17,http://118.78.196.109:55555/rtp/226.0.2.170:9272
CCTV17,http://1.195.219.92:8822/rtp/239.16.20.7:10070
CCTV17,http://106.59.3.73:55555/rtp/239.200.201.128:8504
CCTV17,http://114.100.195.195:4022/rtp/238.1.78.178:7296
CCTV17,http://175.164.140.99:4010/rtp/232.0.0.230:1234
CCTV17,http://114.107.47.211:8188/rtp/238.1.78.178:7296
CCTV17,http://111.162.207.134:8686/rtp/225.1.2.52:5002
CCTV5+,http://go.bkpcp.top/mg/cctv5p
CCTV书画,http://223.10.164.178:8459/rtp/239.1.1.88:8088
CCTV17,http://61.159.134.127:4022/rtp/238.255.2.137:5999
CCTV中学生,http://223.10.164.178:8459/rtp/239.1.1.104:8104
CCTV17,http://61.159.135.161:18000/rtp/238.255.2.137:5999
CCTV文化精品,http://223.10.164.178:8459/rtp/239.1.1.91:8091
CCTV4K,http://114.107.47.211:8188/rtp/238.1.78.137:6968
CCTV4K,http://114.100.195.195:4022/rtp/238.1.78.137:6968
CCTV4K,http://106.59.3.73:55555/rtp/239.200.200.202:8784
CCTV4K,http://106.118.20.156:8188/rtp/239.254.201.67:6000
CCTV兵器科技,http://218.86.184.71:8188/rtp/238.255.2.34:5999
CCTV兵器科技,http://223.10.164.178:8459/rtp/239.1.1.97:8097
CCTV央视台球,http://223.10.164.178:8459/rtp/239.1.1.100:8100
CCTV5+,http://111.162.205.11:8686/rtp/225.1.1.121:5002
CCTV5+,http://120.76.248.139/live/bfgd/4200000246.m3u8
CCTV5+,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8
CCTV5+,http://114.254.38.135:18888/rtp/239.3.1.130:8004
CCTV5+,http://118.78.196.109:55555/rtp/226.0.2.168:9256
CCTV5+,http://1.195.219.92:8822/rtp/239.16.20.5:10050
CCTV5+,http://111.162.207.134:8686/rtp/225.1.1.121:5002
CCTV5+,http://114.107.47.211:8188/rtp/238.1.78.237:7768
CCTV5+,http://61.159.134.127:4022/rtp/238.255.2.185:5999
CCTV5+,http://106.59.3.73:55555/rtp/239.200.200.9:8004
CCTV5+,http://106.118.20.156:8188/rtp/239.254.200.46:8004
CCTV5+,http://36.46.98.77:8025/rtp/239.111.205.13:5140
CCTV风云足球,http://223.10.164.178:8459/rtp/239.1.1.101:8101
CCTV风云足球,http://218.86.184.71:8188/rtp/238.255.2.29:5999
CCTV世界地理,http://218.86.184.71:8188/rtp/238.255.2.26:5999
CCTV书画,http://120.76.248.139/live/bfgd/4200000180.m3u8
CCTV兵器科技,http://111.162.205.11:8686/rtp/225.1.2.166:5002
CCTV5+,http://111.221.137.155:44330/tsfile/live/0016_1.m3u8?key=txiptv
CCTV兵器科技,http://114.100.195.195:4022/rtp/238.1.79.56:4584
CCTV兵器科技,http://118.78.196.109:55555/rtp/226.0.2.223:9696
CCTV兵器科技,http://106.118.20.156:8188/rtp/239.254.201.225:7249
CCTV兵器科技,http://106.59.3.73:55555/rtp/239.200.200.91:8036
CCTV兵器科技,http://175.164.140.99:4010/rtp/232.0.0.58:1234
CCTV兵器科技,http://114.107.47.211:8188/rtp/238.1.79.56:4584
CCTV兵器科技,http://111.162.207.134:8686/rtp/225.1.2.166:5002
CCTV兵器科技,http://61.159.134.127:4022/rtp/238.255.2.34:5999
CCTV兵器科技,http://61.159.135.161:18000/rtp/238.255.2.34:5999
CCTV风云足球,http://111.162.205.11:8686/rtp/225.1.2.168:5002
